Actual,Predicted,BERT Precision,BERT Recall,BERT F1,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,ROUGE-Lsum F1,BLEU Score,METEOR Score
"Ask Jeeves has become the third leading online search firm this week to thank a revival in internet advertising for improving fortunes.Its $17m profit for the quarter was dwarfed by the $204m announced by rival Google earlier in the week.During the same quarter, Yahoo earned $187m, again tipping a resurgence in online advertising.Neither Ask Jeeves nor Doubleclick thrilled investors with their profit news, however.Ask Jeeves, once among the best-known names on the web, is now a relatively modest player.","Ask Jeeves, once among the best-known names on the web, has become the third leading online search firm this week to thank a revival in internet advertising for improving fortunes.",[0.9564245939254761],[0.8119136691093445],[0.8782643675804138],0.5391304347826087,0.5132743362831859,0.3826086956521739,0.3826086956521739,0.1722437218993118,0.0
"Indonesia's government has confirmed it is considering raising fuel prices by as much as 30%.Indonesia pays subsidies to importers in order to stabilise domestic fuel prices, but higher oil prices have forced the government to spend more on holding prices down.Since President Yudhoyono's government came to power in October, it has indicated its intention of raising domestic fuel prices by cutting subsidies.President Susilo Bambang Yudhoyono's government has said it wants to curb fuel subsidies and direct the money into aid programmes for the poor.Indonesia's previous government, led by President Megawati Sukarnoputri, also attempted to cut subsidies in 2003, but was forced to back down in the face of public protests.But critics argue cutting subsidies will hurt the poorer families that his government says it wants to help.","Indonesia's government has confirmed it is considering raising fuel prices by as much as 30%, as it seeks to curb fuel subsidies and direct the money into aid programmes for the poor. But critics argue cutting subsidies will hurt the poorer families that his government says it wants to help.",[0.9614896774291992],[0.8321439027786255],[0.8921529650688171],0.5240641711229947,0.48648648648648646,0.5240641711229947,0.5240641711229947,0.17499361619379852,0.0
"Struggling Japanese car maker Mitsubishi Motors has struck a deal to supply French car maker Peugeot with 30,000 sports utility vehicles (SUV).Mitsubishi Motors has forecast a net loss of 472bn yen in its current financial year to March 2005.Last month, it signed a production agreement with Japanese rival Nissan Motor to supply it with 36,000 small cars for sale in Japan.In January, Mitsubishi Motors issued its third profits warning in nine months, and cut its sales forecasts for the year to March 2005.Falling sales have left Mitsubishi Motors with underused capacity, and the production deal with Peugeot gives it a chance to utilise some of it.As a result, the Japanese car maker has sought a series of financial bailouts.","Struggling Japanese car maker Mitsubishi Motors has struck a deal to supply French car maker Peugeot with 30,000 sports utility vehicles (SUVs) for sale in Europe. The two firms signed a Memorandum of Understanding, and say they expect to seal a final agreement by Spring 2005.",[0.8875463604927063],[0.8095385432243347],[0.8467496037483215],0.39306358381502887,0.2807017543859649,0.3352601156069364,0.3352601156069364,0.10349483532732764,0.0
"""Journalists are the lifeblood of any newspaper, and maintaining the quality of The Daily Telegraph and The Sunday Telegraph for our readers is vital,"" he said.The two Telegraph titles currently employ 521 journalists.Telegraph executive Murdoch MacLennan said the two newspapers would add eight colour pages in the coming months.The Daily and Sunday Telegraph newspapers are axing 90 journalist jobs - 17% of their editorial staff.The Telegraph Group says the cuts are needed to fund an £150m investment in new printing facilities.The National Union of Journalists said it stood strongly behind the journalists and did not rule out a strike.The Telegraph has announced no plans to go tabloid although both The Independent and The Times have seen circulation rise since shrinking in size.Many newspapers are investing in new printing machinery that enables them to print more colour pages, or in some cases, have colour on every page.NUJ official Barry Fitzpatrick said the company had ignored the 90-day consultation period required for companies planning more than 10 redundancies.",The Daily and Sunday Telegraph newspapers are axing 90 journalist jobs - 17% of their editorial staff - to fund an £150m investment in new printing facilities. The Telegraph Group says the cuts are needed to fund an £150m investment in new printing facilities.,[0.9416366815567017],[0.7794263362884521],[0.8528873324394226],0.34259259259259256,0.31775700934579443,0.3055555555555555,0.3055555555555555,0.04289345959972499,0.0
"In addition, if a flight is cancelled or delayed for more than two hours through the fault of the airline, all passengers must be paid compensation.However, airlines do not have to offer compensation if flights are cancelled or delayed due to ""extraordinary circumstances"".""We reckon it's going to cost European air passengers - not the airlines, the airlines have no money, it has to be paid by passengers - 1.5bn euros, that's over £1bn a year loaded onto European passengers,"" Mr Clarke said.When this happens against a passenger's will, airlines will now have to offer compensation.All EU-based airlines and operators of flights which take off from the EU will have to adhere to the new compensation regime which came into force on Thursday.The EU decided to increase passenger compensation in a bid to deter airlines from deliberately overbooking flights.Andy Clarke, ERAA director of air transport, said that the EC advice misleads customers as it leads them to believe that airlines could be liable for payouts if flights are delayed because of bad weather.Air passengers who are unable to board their flights because of overbooking, cancellations or flight delays can now demand greater compensation.However, only scheduled flight operators were obliged to offer compensation in cases of overbooking and they did not have to offer compensation for flight cancellations.Low-cost airlines have criticised the new compensation levels, arguing that the pay-out could be worth more than the ticket.The EC has launched an information campaign in airports and travel agencies to inform airline passengers of their new rights.New technology means it is easier for airlines to take off and land in bad weather, she added.","Air passengers who are unable to board their flights because of overbooking, cancellations or flight delays can now demand greater compensation, according to new EU rules which come into force on Thursday.",[0.9080008268356323],[0.7418985962867737],[0.8165885806083679],0.18238993710691823,0.14556962025316456,0.14465408805031446,0.14465408805031446,0.00037999336846442777,0.0
"The breakneck pace of economic expansion has kept growth above 9% for more than a year.Rapid tooling-up of China's manufacturing sector means a massive demand for energy - one of the factors which has kept world oil prices sky-high for most of this year.Growth in China remains at a breakneck 9.1%, and corporate investment is growing at more than 25% a year.The curbs were introduced earlier this year to ward off the risk that rapid expansion might lead to soaring prices.In theory, the government has a 7% growth target, but continues to insist that the overshoot does not mean a ""hard landing"" in the shape of an overbalancing economy.","China's efforts to stop the economy from overheating by clamping down on credit will continue into 2005, state media report. The curbs were introduced earlier this year to ward off the risk that rapid expansion might lead to soaring prices. There were also fears that too much stress might be placed on the fragile banking system.",[0.8417397737503052],[0.7717729210853577],[0.8052393198013306],0.3121387283236994,0.23391812865497078,0.2890173410404624,0.2890173410404624,0.126003920679218,0.0
"On Tuesday, the company's administrator, turnaround expert Enrico Bondi, sued Morgan Stanley, its former banker, to return 136m euros relating to a 2003 bond deal.The company has also sued former auditors and financial advisors for damages.That brought to 49 the number of banks that Mr Bondi has sued, a mass of legal action that could bring in as much as 3bn euros.And criminal cases against the company's former management are proceeding separately.Overall, the company's debt is close to 12bn euros, and is falling only slowly.",The Italian food group at the centre of one of Europe's most painful corporate scandals has reported a doubling in profit. Its pre-tax earnings in the fourth quarter were 77m euros (£53m; $100m).,[0.7590520977973938],[0.7311801910400391],[0.7448555827140808],0.17322834645669294,0.0,0.1259842519685039,0.1259842519685039,2.64429263488283e-232,0.0
"India's rupee has hit a five-year high after Standard & Poor's (S&P) raised the country's foreign currency rating.India's foreign currency rating is now one notch below investment grade, which starts at 'BBB-'.S&P, which rates borrowers' creditworthiness, lifted India's rating by one notch to 'BB+'.The currency has gained almost 1% in the past three sessions.",India's rupee has hit a five-year high after Standard & Poor's raised the country's foreign currency rating. The currency has gained almost 1% in the past three sessions.,[0.9835913777351379],[0.8508968949317932],[0.912445068359375],0.6526315789473685,0.6021505376344086,0.6526315789473685,0.6526315789473685,0.31689310491307515,0.0
"""We need at least $20bn (£10.6bn) in investment and part of this has to come as foreign direct investment,"" said Mr Maran.Potential foreign investors will however need government approval before they increase their stake beyond 49%, Mr Maran said.Communications Minister Dayanidhi Maran said that there is a need to fund the fast-growing mobile market.India has raised the limit for foreign direct investment in telecoms companies from 49% to 74%.Investment bank Morgan Stanley has forecast that India's mobile market is likely to grow by about 40% a year until 2007.","India has raised the limit for foreign direct investment in telecoms companies from 49% to 74% in a bid to boost the country's fast-growing mobile market, the government has announced.",[0.9045711159706116],[0.78266841173172],[0.8392160534858704],0.421875,0.2857142857142857,0.296875,0.296875,0.06976834464247332,0.0
"The drop in patience comes as the number of calls to call centres is growing at a rate of 20% every year.Poor training frustrates both call centre workers and customers.In what Dimension Data calls an ""alarming development"", the average induction time for a call centre worker fell last year from 36 to just 21 days, leaving ""agents not equipped to deal with customers"".And if you work in a call centre: did your training prepare you for your job?There are ""no big differences in wait time and call resolution"" between call centres based in Europe or North America and those in developing countries around the world.Customers trying to get through to call centres are getting impatient and quicker to hang up, a survey suggests.Suggestions that ""outsourcing"" - relocating call centres to low-cost countries like India or South Africa - is to blame are wrong, Ms Diemont says.The surge in customers trying to get through to call centres is also a reflection of the centres' growing range of tasks.What are your experiences with call centres?However, call centres also saw a sharp increase of customers simply abandoning calls, she says, from just over 5% in 2003 to a record 13.3% during last year.The survey was conducted by Sunovate on behalf of Dimension Data, and is based on in-depth questionnaires of 166 call centres in 24 countries and five continents.As a result, call centres have a high ""churn rate"", with nearly a quarter of workers throwing in the towel every year, which in turn forces companies to pay for training new staff.","Customers trying to get through to call centres are getting impatient and quicker to hang up, a survey suggests. Once past the welcome message, callers on average hang up after just 65 seconds of listening to canned music.",[0.8363118171691895],[0.7098996043205261],[0.7679381966590881],0.16233766233766234,0.11764705882352941,0.14935064935064937,0.14935064935064937,0.00139827095879845,0.0
"Leisure group Rank could unveil plans to demerge its film services unit and sell its media business, reports claim.Rank now aims to concentrate on its gaming, bars and hotels business, including extending its Hard Rock brand to its casinos - trials of which have been a success.Since Mike Smith's appointment as chief executive in 1999, the group has focused on fewer businesses and embarked on a major cost-cutting programme which has seen it dispose of a number of businesses, including the Odeon cinema chain and the Pinewood studios.The move left the group with three core divisions: gaming, Hard Rock and Deluxe Films, which provides technical services to Hollywood studios.Speculation of a possible shake-up has mounted since Rank announced a study into a possible demerger in September.Analysts predict the firm is likely to report a slight drop in annual pre-tax profits to £170m from £194m last year.","Leisure group Rank could unveil plans to demerge its film services unit and sell its media business, reports claim. Rank, formerly famous for the Carry On series, will expose the shake-up at the announcement of its results on Friday, the Sunday Telegraph reported.",[0.8591600656509399],[0.7609685659408569],[0.8070887923240662],0.30303030303030304,0.20408163265306123,0.2626262626262626,0.2626262626262626,0.0396489049355746,0.0
"But officials said stagnant growth was still stifling the job market.With unemployment stuck above 4 million for years, the government of Chancellor Gerhard Schroeder has put job creation at the top of the agenda.The seasonally adjusted rise showed a smaller rise than expected, as government measures to encourage job creation began to take effect.""But growth of 0.1%... in the third quarter is still insufficient to deliver positive momentum to the labour market.""""Job creation measures probably prevented a stronger increase in the seasonally adjusted numbers.""""The deterioration of the labour market does not come as a surprise,"" said Isabelle Kronawitter at Hypovereinsbank.","The number of people out of work in Europe's largest economy has risen for the tenth straight month as growth remains stubbornly slow, according to official figures released by the Federal Labour Agency.",[0.7636291980743408],[0.7088611125946045],[0.7352266311645508],0.17142857142857143,0.0,0.1285714285714286,0.1285714285714286,1.774722420709488e-232,0.0
"Despite the apparent shortfall in annual economic growth, the good quarterly figures - a so-called ""flash estimate"" - mark a continuing trend of improving indicators for the health of the French economy.Also on Friday, France's industrial output for December was released, showing 0.7% growth.It leaves GDP up 2.3% for the full year, but short of the 2.5% which the French government had predicted.Service sector activity improved in January, hitting a seven-month high.But unemployment remains high at about 10%.","The French economy picked up speed at the end of 2004, official figures show - but still looks set to have fallen short of the government's hopes. But the good quarterly figures mark a continuing trend of improving indicators for the health of the economy.",[0.8593161106109619],[0.7788848876953125],[0.8171259760856628],0.4427480916030534,0.2790697674418605,0.2748091603053435,0.2748091603053435,0.1667909497940694,0.0
"The Commerce Department said the trade deficit for all of last year was 24.4% above the previous record - 2003's imbalance of $496.5bn.The gap between US exports and imports hit an all-time high of $671.7bn (£484bn) in 2004, latest figures show.However, on a monthly basis the US trade gap narrowed by 4.9% in December to £56.4bn.The US consumer's appetite for all things from oil to imported cars, and even wine and cheese, reached record levels last year and the figures are likely to spark fresh criticism of President Bush's economic policies.For all of 2004, US exports rose 12.3% to $1.15 trillion, but imports rose even faster by 16.3% to a new record of $1.76 trillion.For example, they believe China's currency policy - which US manufacturers claim has undervalued the yuan by as much as 40% - has given China's rapidly expanding economy an unfair advantage against US competitors.","The gap between US exports and imports hit an all-time high of $671.7bn (£484bn) in 2004, latest figures show. The Commerce Department said the deficit for all of last year was 24.4% above the previous record - 2003's imbalance of $496.5bn.",[0.953083872795105],[0.815704345703125],[0.8790590763092041],0.42857142857142855,0.40384615384615385,0.28571428571428575,0.28571428571428575,0.06209036588976696,0.0
"The court ruling is a blow to efforts to get damages for the sale of Yugansk, which Yukos claims was illegally sold.Yukos had argued that a US court was entitled to declare it bankrupt before its Yugansk unit was sold, since it has local bank accounts and its chief finance officer Bruce Misamore lives in Houston.A judge has dismissed an attempt by Russian oil giant Yukos to gain bankruptcy protection in the US.Texas Judge Letitia Clark said Yukos did not have enough of a US presence to establish US jurisdiction.Yukos claimed it sought help in the US because other forums - Russian courts and the European Court of Human Rights - were either unfriendly or offered less protection.Yukos said it would consider its options in light of the ruling.""The vast majority of the business and financial activities of Yukos continue to occur in Russia,"" Judge Clark said in her ruling.Yukos filed for Chapter 11 protection in Houston in an unsuccessful attempt to halt the auction of its Yugansk division by the Russian authorities.The US court's jurisdiction had been challenged by Deutsche Bank and Gazpromneft, a former unit of Russian gas monopoly Gazprom which is due to merge with Rosneft.Russia had indicated it would in any case not abide by the rulings of the US courts.","A US judge has dismissed an attempt by Russian oil giant Yukos to gain bankruptcy protection in the US, a blow to efforts to get damages for the sale of its Yugansk division.",[0.9213784337043762],[0.7686659097671509],[0.838122546672821],0.2578125,0.2362204724409449,0.21874999999999997,0.21874999999999997,0.003232155913833812,0.0
"The affected vehicles in the product recall are from the 2004 and 2005 model years, GM said.The NHTSA said a pressure accumulator in the braking system could crack during normal driving and fragments could injure people if the hood was open.The world's biggest carmaker General Motors (GM) is recalling nearly 200,000 vehicles in the US on safety grounds, according to federal regulators.News of the recall follows an announcement last month that GM expects earnings this year be lower than in 2004.In addition, the car giant is calling back 17,815 Buick Raniers, Chevrolet Trailblazers, GMC Envoys and Isuzu Ascenders from the 2005 model years because the windshield is not properly fitted and could fall out in a crash.The National Highway Traffic Safety Administration (NHTSA) said the largest recall involves 155,465 pickups, vans and sports utility vehicles (SUVs).","The world's biggest carmaker General Motors (GM) is recalling nearly 200,000 vehicles in the US on safety grounds, according to federal regulators. The largest recall involves 155,465 pickups, vans and sports utility vehicles (SUVs).",[0.9552554488182068],[0.785126805305481],[0.8618758320808411],0.4065934065934066,0.3888888888888889,0.4065934065934066,0.4065934065934066,0.04312244324644154,0.0
"Mittal Steel, one of the world's largest steel producers, could cut up to 45,000 jobs over the next five years, its chief executive has said.Mittal Steel has operations in 14 countries.Mr Mittal told US investors that once the acquisition of International Steel Group was completed, the company would aim to reduce its workforce by between 7,000 and 8,000 annually.A Mittal Steel spokeman said that no decisions on job cuts have been made yet.Mittal Steel was formed last year when Mr Mittal's LNM Holdings merged with Dutch firm Ispat.However, Lakshmi Mittal has told investors the combined company will have to shed thousands of jobs.","Mittal Steel, one of the world's largest steel producers, could cut up to 45,000 jobs over the next five years, its chief executive has said. The Netherlands-based company is due to complete its $4.5bn acquisition of US firm ISG next month, making it one of the largest global firms of its kind.",[0.8944471478462219],[0.8354137539863586],[0.863923192024231],0.4378698224852071,0.3233532934131737,0.40236686390532544,0.40236686390532544,0.18268976759605862,0.0
"Crude oil prices surged back above the $47 a barrel mark on Thursday after an energy market watchdog raised its forecasts for global demand.The US Department of Energy reported that crude stockpiles had fallen 1m barrels to 294.3m.The International Energy Agency (IEA) warned demand for Opec's crude in the first quarter would outstrip supply.The IEA raised its estimate of 2005 oil demand growth by 80,000 barrels a day to 84 million barrels a day.",Crude oil prices surged back above the $47 a barrel mark on Thursday after an energy market watchdog raised its forecasts for global demand. The International Energy Agency (IEA) warned demand for Opec's crude in the first quarter would outstrip supply.,[0.987290620803833],[0.8926596641540527],[0.937593400478363],0.6885245901639345,0.6833333333333332,0.6885245901639345,0.6885245901639345,0.39555022881200397,0.0
"The Vestey Group said it had owned the land since 1920 and would co-operate fully with the authorities.Officials in Cojedes state said on Friday that farmland owned by a subsidiary of the Vestey Group would be taken and used to settle poor farmers.Venezuelan authorities have said they will seize land owned by a British company as part of President Chavez's agrarian reform programme.Last month, the government said it had identified more than 500 idle farms and had yet to consider the status of a further 40,000.The firm, whose Agroflora subsidiary operates 13 farms in Venezuela, insisted that it had complied fully with Venezuelan law.Under President Chavez, the Venezuelan government has steadily expanded the state's involvement in the country's economy.The authorities said landowners whose titles were in order and whose farms were productive had ""nothing to fear"".The Vestey Group said it had not been informed of any planned seizure.",Venezuelan authorities say they will seize farmland owned by a British company as part of President Chavez's agrarian reform programme. The Vestey Group has not been informed of any planned seizure.,[0.9460880160331726],[0.7866959571838379],[0.8590610027313232],0.3229166666666667,0.2631578947368421,0.3020833333333333,0.3020833333333333,0.015593159768709562,0.0
"US growth would reach 4.4% in 2004, but fall to 3.3% next year from a previous estimate of 3.7%, the OECD said.But the outlook was worst for the 12-member eurozone bloc, with already sluggish growth forecasts slipping to 1.8% from 2.0% this year and 1.9% from 2.4% in 2005, the OECD said.Overall, the report forecast total growth of 3.6% in 2004 for the 30 member countries of the OECD, slipping to 2.9% next year before recovering to 3.1% in 2006.The soaring cost of oil has hit global economic growth, although world's major economies should weather the storm of price rises, according to the OECD.""The recovery that was underway, and has been interrupted a bit by the oil shock this year, would then regain momentum in the course of 2005.""If the oil price does not rise any further, then we think the shock can be absorbed within the next few quarters,"" Vincent Koen, a senior economist with the OECD, told the BBC's World Business Report.A dip in oil prices and improving jobs prospects would improve consumer confidence and spending, the OECD said.","The soaring cost of oil has hit global economic growth, although world's major economies should weather the storm of price rises, according to the Organisation for Economic Co-operation and Development (OECD).",[0.8701196908950806],[0.713732898235321],[0.7842056751251221],0.240343347639485,0.2077922077922078,0.23175965665236054,0.23175965665236054,0.005888007277189451,0.0
"Irish shares have risen to a record high, with investors persuaded to buy into the market by low inflation and strong growth forecasts.""Buoyant economic conditions are set to continue in Ireland over the next few years and Irish equities continue to offer quality growth at a reasonable valuation.""Ireland's economic 'miracle' is enjoying a second wind, with 5% growth forecast for 2005 and 2006.The ISEQ index of leading shares closed up 23 points to 6661.89 on Thursday, fuelled by strong growth in banking and financial stocks.The economy is set for strong growth in 2005 while interest rates remain low.Analysts said that economic conditions were benign and Irish shares were still trading at a discount to other European markets.Allied Irish Banks, Ireland's biggest company by capitalisation, touched a five year peak while Bank of Ireland shares rose to their highest level since August 2002.","Irish shares have risen to a record high, with investors persuaded to buy into the market by low inflation and strong growth forecasts. The ISEQ index closed up 23 points to 6661.89 on Thursday, fuelled by strong growth in banking and financial stocks.",[0.9731894731521606],[0.8186742067337036],[0.8892697691917419],0.4512820512820513,0.42487046632124353,0.4512820512820513,0.4512820512820513,0.08589046592474195,0.0
"Japan's Sumitomo Mitsui Financial has withdrawn its takeover offer for rival bank UFJ Holdings, enabling the latter to merge with Mitsubishi Tokyo.Sumitomo, Japan's third-largest bank, tabled a higher offer for UFJ than its rival, valuing the company at $35bn.However, UFJ's management was known to prefer the offer from Mitsubishi Tokyo Financial Group (MTFG), Japan's second-largest bank.UFJ Holdings, Japan's fourth-largest bank, has been at the centre of a fierce bid battle over the last year.Sumitomo bosses told counterparts at UFJ of its decision on Friday, clearing the way for it to conclude a 3 trillion yen ($29bn) deal with Mitsubishi.Mitsubishi's takeover of UFJ - which will be Japan's largest-ever takeover deal - will still have to be approved by shareholders of the two firms.","Japan's Sumitomo Mitsui Financial has withdrawn its takeover offer for rival bank UFJ Holdings, clearing the way for the latter to merge with Mitsubishi Tokyo.",[0.9497506618499756],[0.7824193835258484],[0.8580027222633362],0.31901840490797545,0.28571428571428575,0.26993865030674846,0.26993865030674846,0.016234494272509937,0.0
