Actual,Predicted,BERT Precision,BERT Recall,BERT F1,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,ROUGE-Lsum F1,BLEU Score,METEOR Score
"Ask Jeeves has become the third leading online search firm this week to thank a revival in internet advertising for improving fortunes.Its $17m profit for the quarter was dwarfed by the $204m announced by rival Google earlier in the week.During the same quarter, Yahoo earned $187m, again tipping a resurgence in online advertising.Neither Ask Jeeves nor Doubleclick thrilled investors with their profit news, however.Ask Jeeves, once among the best-known names on the web, is now a relatively modest player.","the firm's revenue nearly tripled in the fourth quarter of 2004, exceeding $86m (£46m) the firm's $17m profit for the quarter was dwarfed by the $204m announced by rival Google earlier in the week.",[0.8661689758300781],[0.7725623846054077],[0.8166921734809875],0.4,0.288135593220339,0.35000000000000003,0.35000000000000003,0.13357094254760488,0.0
"Indonesia's government has confirmed it is considering raising fuel prices by as much as 30%.Indonesia pays subsidies to importers in order to stabilise domestic fuel prices, but higher oil prices have forced the government to spend more on holding prices down.Since President Yudhoyono's government came to power in October, it has indicated its intention of raising domestic fuel prices by cutting subsidies.President Susilo Bambang Yudhoyono's government has said it wants to curb fuel subsidies and direct the money into aid programmes for the poor.Indonesia's previous government, led by President Megawati Sukarnoputri, also attempted to cut subsidies in 2003, but was forced to back down in the face of public protests.But critics argue cutting subsidies will hurt the poorer families that his government says it wants to help.",millions of Indonesians use kerosene for basic cooking. government has said it wants to curb fuel subsidies. critics argue cutting subsidies will hurt poorer families.,[0.8701520562171936],[0.7621287107467651],[0.8125659227371216],0.23602484472049692,0.1761006289308176,0.2236024844720497,0.2236024844720497,0.008141100398637963,0.0
"Struggling Japanese car maker Mitsubishi Motors has struck a deal to supply French car maker Peugeot with 30,000 sports utility vehicles (SUV).Mitsubishi Motors has forecast a net loss of 472bn yen in its current financial year to March 2005.Last month, it signed a production agreement with Japanese rival Nissan Motor to supply it with 36,000 small cars for sale in Japan.In January, Mitsubishi Motors issued its third profits warning in nine months, and cut its sales forecasts for the year to March 2005.Falling sales have left Mitsubishi Motors with underused capacity, and the production deal with Peugeot gives it a chance to utilise some of it.As a result, the Japanese car maker has sought a series of financial bailouts.",the two firms signed a Memorandum of Understanding. they expect to seal a final agreement by spring 2005. the alliance comes as a badly-needed boost for loss-making Mitsubishi.,[0.7878757119178772],[0.7046501636505127],[0.7439425587654114],0.1794871794871795,0.025974025974025976,0.11538461538461536,0.11538461538461536,1.961483687204505e-156,0.0
"""Journalists are the lifeblood of any newspaper, and maintaining the quality of The Daily Telegraph and The Sunday Telegraph for our readers is vital,"" he said.The two Telegraph titles currently employ 521 journalists.Telegraph executive Murdoch MacLennan said the two newspapers would add eight colour pages in the coming months.The Daily and Sunday Telegraph newspapers are axing 90 journalist jobs - 17% of their editorial staff.The Telegraph Group says the cuts are needed to fund an £150m investment in new printing facilities.The National Union of Journalists said it stood strongly behind the journalists and did not rule out a strike.The Telegraph has announced no plans to go tabloid although both The Independent and The Times have seen circulation rise since shrinking in size.Many newspapers are investing in new printing machinery that enables them to print more colour pages, or in some cases, have colour on every page.NUJ official Barry Fitzpatrick said the company had ignored the 90-day consultation period required for companies planning more than 10 redundancies.",the daily and Sunday Telegraph newspapers are axing 90 journalist jobs. the cuts are needed to fund an £150m investment in new printing facilities. the national union of Journalists has called on the management to recall the notice of redundancy by midday on Monday.,[0.8916329145431519],[0.7857021689414978],[0.8353225588798523],0.3211009174311927,0.25,0.3027522935779816,0.3027522935779816,0.027804301829007318,0.0
"In addition, if a flight is cancelled or delayed for more than two hours through the fault of the airline, all passengers must be paid compensation.However, airlines do not have to offer compensation if flights are cancelled or delayed due to ""extraordinary circumstances"".""We reckon it's going to cost European air passengers - not the airlines, the airlines have no money, it has to be paid by passengers - 1.5bn euros, that's over £1bn a year loaded onto European passengers,"" Mr Clarke said.When this happens against a passenger's will, airlines will now have to offer compensation.All EU-based airlines and operators of flights which take off from the EU will have to adhere to the new compensation regime which came into force on Thursday.The EU decided to increase passenger compensation in a bid to deter airlines from deliberately overbooking flights.Andy Clarke, ERAA director of air transport, said that the EC advice misleads customers as it leads them to believe that airlines could be liable for payouts if flights are delayed because of bad weather.Air passengers who are unable to board their flights because of overbooking, cancellations or flight delays can now demand greater compensation.However, only scheduled flight operators were obliged to offer compensation in cases of overbooking and they did not have to offer compensation for flight cancellations.Low-cost airlines have criticised the new compensation levels, arguing that the pay-out could be worth more than the ticket.The EC has launched an information campaign in airports and travel agencies to inform airline passengers of their new rights.New technology means it is easier for airlines to take off and land in bad weather, she added.","new rules set compensation at between 250 euros (£173) and 600 euros, depending on the length of the flight. airlines have attacked the legislation saying they could be forced to push prices higher to cover the extra cost. the european commission is facing two legal challenges.",[0.7992058396339417],[0.7274175882339478],[0.7616237998008728],0.13855421686746988,0.01818181818181818,0.0963855421686747,0.0963855421686747,4.724894749844981e-157,0.0
"The breakneck pace of economic expansion has kept growth above 9% for more than a year.Rapid tooling-up of China's manufacturing sector means a massive demand for energy - one of the factors which has kept world oil prices sky-high for most of this year.Growth in China remains at a breakneck 9.1%, and corporate investment is growing at more than 25% a year.The curbs were introduced earlier this year to ward off the risk that rapid expansion might lead to soaring prices.In theory, the government has a 7% growth target, but continues to insist that the overshoot does not mean a ""hard landing"" in the shape of an overbalancing economy.",the curbs were introduced earlier this year to ward off the risk that rapid expansion might lead to soaring prices. there were also fears that too much stress might be placed on the fragile banking system. the breakneck pace of economic expansion has kept growth above 9% for more than a year.,[0.8991976976394653],[0.8090903759002686],[0.8517675995826721],0.4523809523809524,0.4096385542168675,0.28571428571428575,0.28571428571428575,0.19708352254482822,0.0
"On Tuesday, the company's administrator, turnaround expert Enrico Bondi, sued Morgan Stanley, its former banker, to return 136m euros relating to a 2003 bond deal.The company has also sued former auditors and financial advisors for damages.That brought to 49 the number of banks that Mr Bondi has sued, a mass of legal action that could bring in as much as 3bn euros.And criminal cases against the company's former management are proceeding separately.Overall, the company's debt is close to 12bn euros, and is falling only slowly.","parmalat's pre-tax earnings in the fourth quarter were 77m euros (£53m; $100m), up from 38m in the same period of 2003. the firm had been fined 11m euros for having violated takeover rules five years ago. its debt is close to 12bn euros, and is falling only slowly.",[0.8195782899856567],[0.7803646326065063],[0.7994909286499023],0.3098591549295775,0.14285714285714285,0.22535211267605634,0.22535211267605634,0.10762805723655673,0.0
"India's rupee has hit a five-year high after Standard & Poor's (S&P) raised the country's foreign currency rating.India's foreign currency rating is now one notch below investment grade, which starts at 'BBB-'.S&P, which rates borrowers' creditworthiness, lifted India's rating by one notch to 'BB+'.The currency has gained almost 1% in the past three sessions.","the rupee climbed to 43.305 per US dollar on Thursday, up from a close of 43.41. the currency has gained almost 1% in the past three sessions. more cash is expected to flow into its markets, buoying the rupee.",[0.818755030632019],[0.7489365935325623],[0.7822911143302917],0.3047619047619048,0.1941747572815534,0.2476190476190476,0.2476190476190476,0.1693386146701671,0.0
"""We need at least $20bn (£10.6bn) in investment and part of this has to come as foreign direct investment,"" said Mr Maran.Potential foreign investors will however need government approval before they increase their stake beyond 49%, Mr Maran said.Communications Minister Dayanidhi Maran said that there is a need to fund the fast-growing mobile market.India has raised the limit for foreign direct investment in telecoms companies from 49% to 74%.Investment bank Morgan Stanley has forecast that India's mobile market is likely to grow by about 40% a year until 2007.",the government hopes to increase the number of mobile users from 95 million to between 200 and 250 million by 2007. the decision to raise the limit for foreign investors faced considerable opposition from the communist parties. potential foreign investors will however need government approval before they increase their stake beyond 49%.,[0.8564359545707703],[0.7735158205032349],[0.812866747379303],0.3918918918918919,0.2328767123287671,0.24324324324324323,0.24324324324324323,0.1508327456278229,0.0
"The drop in patience comes as the number of calls to call centres is growing at a rate of 20% every year.Poor training frustrates both call centre workers and customers.In what Dimension Data calls an ""alarming development"", the average induction time for a call centre worker fell last year from 36 to just 21 days, leaving ""agents not equipped to deal with customers"".And if you work in a call centre: did your training prepare you for your job?There are ""no big differences in wait time and call resolution"" between call centres based in Europe or North America and those in developing countries around the world.Customers trying to get through to call centres are getting impatient and quicker to hang up, a survey suggests.Suggestions that ""outsourcing"" - relocating call centres to low-cost countries like India or South Africa - is to blame are wrong, Ms Diemont says.The surge in customers trying to get through to call centres is also a reflection of the centres' growing range of tasks.What are your experiences with call centres?However, call centres also saw a sharp increase of customers simply abandoning calls, she says, from just over 5% in 2003 to a record 13.3% during last year.The survey was conducted by Sunovate on behalf of Dimension Data, and is based on in-depth questionnaires of 166 call centres in 24 countries and five continents.As a result, call centres have a high ""churn rate"", with nearly a quarter of workers throwing in the towel every year, which in turn forces companies to pay for training new staff.","call centres have a high ""churn rate"" with nearly a quarter of workers throwing in the towel every year. the number of calls to call centres is growing at a rate of 20% every year. the number of calls to call centres is growing at a rate of 20%.",[0.9182323813438416],[0.7225937843322754],[0.8087499141693115],0.2821316614420063,0.23343848580441642,0.16300940438871472,0.16300940438871472,0.009119477813271909,0.0
"Leisure group Rank could unveil plans to demerge its film services unit and sell its media business, reports claim.Rank now aims to concentrate on its gaming, bars and hotels business, including extending its Hard Rock brand to its casinos - trials of which have been a success.Since Mike Smith's appointment as chief executive in 1999, the group has focused on fewer businesses and embarked on a major cost-cutting programme which has seen it dispose of a number of businesses, including the Odeon cinema chain and the Pinewood studios.The move left the group with three core divisions: gaming, Hard Rock and Deluxe Films, which provides technical services to Hollywood studios.Speculation of a possible shake-up has mounted since Rank announced a study into a possible demerger in September.Analysts predict the firm is likely to report a slight drop in annual pre-tax profits to £170m from £194m last year.","Rank, formerly famous for the Carry On series, will expose the shake-up at the announcement of its results on Friday. Advisors Goldman Sachs are understood to have valued its demerged Deluxe Film unit at £300m. speculation of a possible shake-up has mounted since Rank announced a study into a possible demerger in September.",[0.8543853163719177],[0.768692135810852],[0.8092765808105469],0.3157894736842105,0.1739130434782609,0.23923444976076558,0.23923444976076558,0.05534939168856313,0.0
"But officials said stagnant growth was still stifling the job market.With unemployment stuck above 4 million for years, the government of Chancellor Gerhard Schroeder has put job creation at the top of the agenda.The seasonally adjusted rise showed a smaller rise than expected, as government measures to encourage job creation began to take effect.""But growth of 0.1%... in the third quarter is still insufficient to deliver positive momentum to the labour market.""""Job creation measures probably prevented a stronger increase in the seasonally adjusted numbers.""""The deterioration of the labour market does not come as a surprise,"" said Isabelle Kronawitter at Hypovereinsbank.","german unemployment rose 7,000 in November to 4.464 million people, or 10.8% of the workforce. but officials say stagnant growth is still stifling the job market. the brunt of the unemployment is still being felt in the eastern part of Germany.",[0.8280383348464966],[0.7583455443382263],[0.7916610836982727],0.32,0.13513513513513514,0.22666666666666668,0.22666666666666668,0.02571588378402748,0.0
"Despite the apparent shortfall in annual economic growth, the good quarterly figures - a so-called ""flash estimate"" - mark a continuing trend of improving indicators for the health of the French economy.Also on Friday, France's industrial output for December was released, showing 0.7% growth.It leaves GDP up 2.3% for the full year, but short of the 2.5% which the French government had predicted.Service sector activity improved in January, hitting a seven-month high.But unemployment remains high at about 10%.","growth for the three months to December was a seasonally-adjusted 0.7-0.8%, ahead of the 0.6% forecast. if confirmed, that would be the best quarterly showing since early 2002. the good quarterly figures mark a continuing trend of improving indicators for the health of the French economy.",[0.8706812262535095],[0.8196572065353394],[0.844399094581604],0.43795620437956206,0.29629629629629634,0.2773722627737227,0.2773722627737227,0.18032448594030942,0.0
"The Commerce Department said the trade deficit for all of last year was 24.4% above the previous record - 2003's imbalance of $496.5bn.The gap between US exports and imports hit an all-time high of $671.7bn (£484bn) in 2004, latest figures show.However, on a monthly basis the US trade gap narrowed by 4.9% in December to £56.4bn.The US consumer's appetite for all things from oil to imported cars, and even wine and cheese, reached record levels last year and the figures are likely to spark fresh criticism of President Bush's economic policies.For all of 2004, US exports rose 12.3% to $1.15 trillion, but imports rose even faster by 16.3% to a new record of $1.76 trillion.For example, they believe China's currency policy - which US manufacturers claim has undervalued the yuan by as much as 40% - has given China's rapidly expanding economy an unfair advantage against US competitors.","the gap between US exports and imports hit an all-time high of $671.7bn (£484bn) in 2004. the deficit with China, up 30.5% at $162bn, was the largest ever recorded with a single country. but on a monthly basis the US trade gap narrowed by 4.9% in December to £56.4bn.",[0.9118897318840027],[0.8086051940917969],[0.857147216796875],0.38356164383561636,0.304147465437788,0.31963470319634707,0.31963470319634707,0.07351796217656748,0.0
"The court ruling is a blow to efforts to get damages for the sale of Yugansk, which Yukos claims was illegally sold.Yukos had argued that a US court was entitled to declare it bankrupt before its Yugansk unit was sold, since it has local bank accounts and its chief finance officer Bruce Misamore lives in Houston.A judge has dismissed an attempt by Russian oil giant Yukos to gain bankruptcy protection in the US.Texas Judge Letitia Clark said Yukos did not have enough of a US presence to establish US jurisdiction.Yukos claimed it sought help in the US because other forums - Russian courts and the European Court of Human Rights - were either unfriendly or offered less protection.Yukos said it would consider its options in light of the ruling.""The vast majority of the business and financial activities of Yukos continue to occur in Russia,"" Judge Clark said in her ruling.Yukos filed for Chapter 11 protection in Houston in an unsuccessful attempt to halt the auction of its Yugansk division by the Russian authorities.The US court's jurisdiction had been challenged by Deutsche Bank and Gazpromneft, a former unit of Russian gas monopoly Gazprom which is due to merge with Rosneft.Russia had indicated it would in any case not abide by the rulings of the US courts.",the court ruling is a blow to efforts to get damages for the sale of Yugansk. former Yukos boss Mikhail Khodorkovsky began testimony on friday. he pleaded not guilty to charges brought against him and denied involvement in any criminal activities.,[0.8260234594345093],[0.7265487313270569],[0.7730993628501892],0.18181818181818182,0.12213740458015267,0.16666666666666669,0.16666666666666669,0.005161248123684682,0.0
"The affected vehicles in the product recall are from the 2004 and 2005 model years, GM said.The NHTSA said a pressure accumulator in the braking system could crack during normal driving and fragments could injure people if the hood was open.The world's biggest carmaker General Motors (GM) is recalling nearly 200,000 vehicles in the US on safety grounds, according to federal regulators.News of the recall follows an announcement last month that GM expects earnings this year be lower than in 2004.In addition, the car giant is calling back 17,815 Buick Raniers, Chevrolet Trailblazers, GMC Envoys and Isuzu Ascenders from the 2005 model years because the windshield is not properly fitted and could fall out in a crash.The National Highway Traffic Safety Administration (NHTSA) said the largest recall involves 155,465 pickups, vans and sports utility vehicles (SUVs).","the largest recall involves 155,465 pickups, vans and sports utility vehicles. the affected vehicles are from the 2004 and 2005 model years, GM said. a pressure accumulator in the braking system could crack during normal driving.",[0.9408023357391357],[0.7936965227127075],[0.861011266708374],0.4065934065934066,0.37777777777777777,0.27472527472527475,0.27472527472527475,0.047104371723585725,0.0
"Mittal Steel, one of the world's largest steel producers, could cut up to 45,000 jobs over the next five years, its chief executive has said.Mittal Steel has operations in 14 countries.Mr Mittal told US investors that once the acquisition of International Steel Group was completed, the company would aim to reduce its workforce by between 7,000 and 8,000 annually.A Mittal Steel spokeman said that no decisions on job cuts have been made yet.Mittal Steel was formed last year when Mr Mittal's LNM Holdings merged with Dutch firm Ispat.However, Lakshmi Mittal has told investors the combined company will have to shed thousands of jobs.","mittal steel is one of the world's largest steel producers. it is due to complete its $4.5bn acquisition of US firm ISG next month. the company will aim to reduce its workforce by between 7,000 and 8,000 annually.",[0.9048870801925659],[0.8128640651702881],[0.8564106225967407],0.4258064516129032,0.30065359477124187,0.3741935483870968,0.3741935483870968,0.07519514000908382,0.0
"Crude oil prices surged back above the $47 a barrel mark on Thursday after an energy market watchdog raised its forecasts for global demand.The US Department of Energy reported that crude stockpiles had fallen 1m barrels to 294.3m.The International Energy Agency (IEA) warned demand for Opec's crude in the first quarter would outstrip supply.The IEA raised its estimate of 2005 oil demand growth by 80,000 barrels a day to 84 million barrels a day.","the IEA warned demand for Opec's crude in the first quarter would outstrip supply. the IEA raised its estimate of 2005 oil demand growth by 80,000 barrels a day. the fresh rally in crude prices followed gains on Wednesday triggered by large falls in US crude supplies.",[0.9211052060127258],[0.8666638135910034],[0.8930554986000061],0.5736434108527131,0.45669291338582674,0.48062015503875977,0.48062015503875977,0.27971559692601666,0.0
"The Vestey Group said it had owned the land since 1920 and would co-operate fully with the authorities.Officials in Cojedes state said on Friday that farmland owned by a subsidiary of the Vestey Group would be taken and used to settle poor farmers.Venezuelan authorities have said they will seize land owned by a British company as part of President Chavez's agrarian reform programme.Last month, the government said it had identified more than 500 idle farms and had yet to consider the status of a further 40,000.The firm, whose Agroflora subsidiary operates 13 farms in Venezuela, insisted that it had complied fully with Venezuelan law.Under President Chavez, the Venezuelan government has steadily expanded the state's involvement in the country's economy.The authorities said landowners whose titles were in order and whose farms were productive had ""nothing to fear"".The Vestey Group said it had not been informed of any planned seizure.","officials say farmland owned by a subsidiary of the Vestey Group will be taken and used to settle poor farmers. the government is cracking down on so-called latifundios, or large rural estates, which it says are lying idle. the firm insisted that it had complied fully with Venezuelan law.",[0.8790911436080933],[0.8038434386253357],[0.8397850394248962],0.3333333333333333,0.2403846153846154,0.3142857142857143,0.3142857142857143,0.057372206997697926,0.0
"US growth would reach 4.4% in 2004, but fall to 3.3% next year from a previous estimate of 3.7%, the OECD said.But the outlook was worst for the 12-member eurozone bloc, with already sluggish growth forecasts slipping to 1.8% from 2.0% this year and 1.9% from 2.4% in 2005, the OECD said.Overall, the report forecast total growth of 3.6% in 2004 for the 30 member countries of the OECD, slipping to 2.9% next year before recovering to 3.1% in 2006.The soaring cost of oil has hit global economic growth, although world's major economies should weather the storm of price rises, according to the OECD.""The recovery that was underway, and has been interrupted a bit by the oil shock this year, would then regain momentum in the course of 2005.""If the oil price does not rise any further, then we think the shock can be absorbed within the next few quarters,"" Vincent Koen, a senior economist with the OECD, told the BBC's World Business Report.A dip in oil prices and improving jobs prospects would improve consumer confidence and spending, the OECD said.","the OECD cut its growth predictions for the world's main industrialised regions. the soaring cost of oil has hit global economic growth, the OECD says. despite recent oil price turbulence the world economy will regain momentum.",[0.8885447382926941],[0.733069658279419],[0.8033539056777954],0.2109704641350211,0.1276595744680851,0.17721518987341772,0.17721518987341772,0.005301280579013306,0.0
"Irish shares have risen to a record high, with investors persuaded to buy into the market by low inflation and strong growth forecasts.""Buoyant economic conditions are set to continue in Ireland over the next few years and Irish equities continue to offer quality growth at a reasonable valuation.""Ireland's economic 'miracle' is enjoying a second wind, with 5% growth forecast for 2005 and 2006.The ISEQ index of leading shares closed up 23 points to 6661.89 on Thursday, fuelled by strong growth in banking and financial stocks.The economy is set for strong growth in 2005 while interest rates remain low.Analysts said that economic conditions were benign and Irish shares were still trading at a discount to other European markets.Allied Irish Banks, Ireland's biggest company by capitalisation, touched a five year peak while Bank of Ireland shares rose to their highest level since August 2002.",the ISEQ index of leading shares closed up 23 points to 6661.89 on Thursday. a fall in the rate of inflation to 2.3% in January gave a fresh boost to shares which have advanced 4% this month. the economy is set for strong growth in 2005 while interest rates remain low.,[0.8870134353637695],[0.7843292355537415],[0.8325170278549194],0.3921568627450981,0.26732673267326734,0.2941176470588235,0.2941176470588235,0.07840521339379461,0.0
